timestamp,energy_kwh,temperature_c,occupancy,equipment_load_kw
2026-08-14 13:00:00,93.97,31.6,102.6,89.27
2026-08-14 14:00:00,109.14,34.3,121.5,103.68
2026-08-14 15:00:00,108.18,33.7,122.1,102.77
2026-08-14 16:00:00,105.57,32.4,129.1,100.29
2026-08-14 17:00:00,103.92,33.2,128.4,98.73
2026-08-14 18:00:00,109.6,32.9,118.6,104.12
2026-08-14 19:00:00,100.58,30.7,109.6,95.55
2026-08-14 20:00:00,15.05,28.4,1.0,14.29
2026-08-14 21:00:00,14.87,25.9,5.0,14.13
2026-08-14 22:00:00,16.61,26.2,5.0,15.78
2026-08-14 23:00:00,15.72,21.4,1.0,14.93
2026-08-15 00:00:00,13.61,21.2,2.0,12.93
2026-08-15 01:00:00,15.88,18.5,3.0,15.09
2026-08-15 02:00:00,14.09,19.5,1.0,13.38
2026-08-15 03:00:00,15.97,17.2,3.0,15.17
2026-08-15 04:00:00,14.44,19.0,6.0,13.72
2026-08-15 05:00:00,13.87,20.8,0.0,13.18
2026-08-15 06:00:00,16.89,18.8,2.0,16.05
2026-08-15 07:00:00,14.56,24.2,1.0,13.83
2026-08-15 08:00:00,17.83,25.8,5.0,16.94
2026-08-15 09:00:00,14.03,27.1,4.0,13.32
2026-08-15 10:00:00,12.2,27.4,1.0,11.59
2026-08-15 11:00:00,15.95,31.5,6.0,15.15
2026-08-15 12:00:00,14.54,32.8,3.0,13.82
2026-08-15 13:00:00,13.24,31.5,0.0,12.58
2026-08-15 14:00:00,12.35,33.9,3.0,11.73
2026-08-15 15:00:00,14.2,34.5,2.0,13.49
2026-08-15 16:00:00,14.43,33.9,4.0,13.71
2026-08-15 17:00:00,15.45,31.9,3.0,14.68
2026-08-15 18:00:00,14.69,31.6,3.0,13.96
2026-08-15 19:00:00,13.8,30.9,2.0,13.11
2026-08-15 20:00:00,14.98,27.5,2.0,14.23
2026-08-15 21:00:00,16.33,23.6,2.0,15.51
2026-08-15 22:00:00,15.13,24.2,2.0,14.37
2026-08-15 23:00:00,14.21,20.4,4.0,13.5
2026-08-16 00:00:00,18.62,19.0,3.0,17.69
2026-08-16 01:00:00,14.19,18.6,4.0,13.48
2026-08-16 02:00:00,16.04,18.7,1.0,15.24
2026-08-16 03:00:00,15.13,17.2,2.0,14.37
2026-08-16 04:00:00,18.02,17.8,3.0,17.11
2026-08-16 05:00:00,15.09,20.5,1.0,14.33
2026-08-16 06:00:00,15.9,19.7,1.0,15.11
2026-08-16 07:00:00,13.85,23.2,5.0,13.16
2026-08-16 08:00:00,14.95,24.2,1.0,14.2
2026-08-16 09:00:00,13.9,25.9,3.0,13.2
2026-08-16 10:00:00,15.76,29.1,4.0,14.97
2026-08-16 11:00:00,14.0,30.9,6.0,13.3
2026-08-16 12:00:00,15.98,32.6,5.0,15.19
2026-08-16 13:00:00,14.23,32.4,3.0,13.52
2026-08-16 14:00:00,15.31,33.0,8.0,14.54
2026-08-16 15:00:00,16.48,33.8,1.0,15.65
2026-08-16 16:00:00,18.88,34.9,3.0,17.94
2026-08-16 17:00:00,14.56,33.3,4.0,13.83
2026-08-16 18:00:00,16.96,31.5,3.0,16.11
2026-08-16 19:00:00,13.74,30.5,2.0,13.05
2026-08-16 20:00:00,13.62,27.7,4.0,12.94
2026-08-16 21:00:00,16.84,25.9,4.0,16.0
2026-08-16 22:00:00,15.3,23.5,2.0,14.54
2026-08-16 23:00:00,16.17,21.5,4.0,15.36
2026-08-17 00:00:00,15.27,20.9,7.0,14.51
2026-08-17 01:00:00,13.54,18.9,5.0,12.86
2026-08-17 02:00:00,14.86,17.7,4.0,14.12
2026-08-17 03:00:00,15.48,18.2,1.0,14.7
2026-08-17 04:00:00,14.21,19.2,2.0,13.5
2026-08-17 05:00:00,17.76,19.4,1.0,16.87
2026-08-17 06:00:00,14.55,20.3,3.0,13.82
2026-08-17 07:00:00,17.57,23.0,2.0,16.69
2026-08-17 08:00:00,77.66,24.7,113.5,73.77
2026-08-17 09:00:00,80.51,25.5,112.7,76.48
2026-08-17 10:00:00,91.52,28.4,131.6,86.95
2026-08-17 11:00:00,109.0,30.6,126.5,103.55
2026-08-17 12:00:00,101.36,29.8,113.1,96.29
2026-08-17 13:00:00,105.94,32.6,128.9,100.64
2026-08-17 14:00:00,121.3,35.8,108.9,115.24
2026-08-17 15:00:00,119.26,35.7,109.9,113.29
2026-08-17 16:00:00,104.64,32.8,120.3,99.41
2026-08-17 17:00:00,98.41,30.5,124.2,93.49
2026-08-17 18:00:00,116.14,33.1,126.1,110.33
2026-08-17 19:00:00,95.64,30.1,118.9,90.86
2026-08-17 20:00:00,11.69,27.6,0.0,11.1
2026-08-17 21:00:00,13.96,25.6,3.0,13.26
2026-08-17 22:00:00,16.14,22.4,2.0,15.33
2026-08-17 23:00:00,14.13,23.1,4.0,13.43
2026-08-18 00:00:00,13.87,20.6,1.0,13.18
2026-08-18 01:00:00,15.03,20.1,3.0,14.28
2026-08-18 02:00:00,12.73,17.6,5.0,12.09
2026-08-18 03:00:00,15.22,17.5,1.0,14.46
2026-08-18 04:00:00,16.35,19.9,1.0,15.53
2026-08-18 05:00:00,13.92,16.9,2.0,13.23
2026-08-18 06:00:00,14.75,20.9,4.0,14.01
2026-08-18 07:00:00,15.35,22.7,3.0,14.58
2026-08-18 08:00:00,70.62,22.8,121.1,67.09
2026-08-18 09:00:00,73.74,25.8,118.7,70.06
2026-08-18 10:00:00,87.97,27.5,120.9,83.57
2026-08-18 11:00:00,88.94,29.0,132.7,84.49
2026-08-18 12:00:00,102.61,32.6,124.3,97.48
2026-08-18 13:00:00,116.14,34.7,108.1,110.33
2026-08-18 14:00:00,118.12,34.7,113.3,112.21
2026-08-18 15:00:00,110.17,33.7,122.9,104.66
2026-08-18 16:00:00,111.75,33.6,128.1,106.16
2026-08-18 17:00:00,93.48,31.2,133.0,88.8
2026-08-18 18:00:00,101.05,32.7,131.3,96.0
2026-08-18 19:00:00,93.7,29.6,108.9,89.02
2026-08-18 20:00:00,16.17,27.8,1.0,15.36
2026-08-18 21:00:00,17.09,27.3,1.0,16.24
2026-08-18 22:00:00,13.79,22.2,3.0,13.1
2026-08-18 23:00:00,15.42,22.0,2.0,14.65
2026-08-19 00:00:00,14.29,20.3,2.0,13.57
2026-08-19 01:00:00,14.44,19.0,1.0,13.72
2026-08-19 02:00:00,17.4,18.0,2.0,16.53
2026-08-19 03:00:00,15.34,17.9,6.0,14.58
2026-08-19 04:00:00,13.31,16.7,2.0,12.64
2026-08-19 05:00:00,15.38,20.6,3.0,14.61
2026-08-19 06:00:00,13.7,19.1,4.0,13.02
2026-08-19 07:00:00,13.62,24.1,6.0,12.94
2026-08-19 08:00:00,73.06,23.5,107.2,69.41
2026-08-19 09:00:00,80.98,25.4,104.8,76.93
2026-08-19 10:00:00,88.73,28.3,137.7,84.29
2026-08-19 11:00:00,100.47,30.3,113.3,95.45
2026-08-19 12:00:00,101.31,31.5,108.3,96.24
2026-08-19 13:00:00,111.8,33.3,122.6,106.21
2026-08-19 14:00:00,106.54,32.3,111.6,101.21
2026-08-19 15:00:00,97.78,33.3,122.4,92.89
2026-08-19 16:00:00,123.33,36.4,117.3,117.16
2026-08-19 17:00:00,111.04,32.6,124.1,105.49
2026-08-19 18:00:00,105.34,32.8,118.0,100.07
2026-08-19 19:00:00,100.28,31.0,143.3,95.27
2026-08-19 20:00:00,14.64,30.0,3.0,13.91
2026-08-19 21:00:00,14.2,27.1,3.0,13.49
2026-08-19 22:00:00,16.28,23.4,0.0,15.47
2026-08-19 23:00:00,15.77,22.7,4.0,14.99
2026-08-20 00:00:00,15.67,20.9,2.0,14.89
2026-08-20 01:00:00,13.88,18.9,1.0,13.19
2026-08-20 02:00:00,14.54,17.5,4.0,13.81
2026-08-20 03:00:00,14.67,17.5,3.0,13.94
2026-08-20 04:00:00,13.94,18.1,2.0,13.24
2026-08-20 05:00:00,14.71,19.9,2.0,13.97
2026-08-20 06:00:00,15.03,20.4,3.0,14.28
2026-08-20 07:00:00,16.51,22.0,3.0,15.68
2026-08-20 08:00:00,74.26,22.8,127.8,70.54
2026-08-20 09:00:00,89.44,26.6,122.4,84.97
2026-08-20 10:00:00,82.25,26.9,120.7,78.13
2026-08-20 11:00:00,99.0,30.9,101.7,94.05
2026-08-20 12:00:00,100.47,32.0,110.5,95.44
2026-08-20 13:00:00,102.17,32.9,129.6,97.06
2026-08-20 14:00:00,104.95,32.9,131.3,99.7
2026-08-20 15:00:00,105.33,33.2,127.3,100.06
2026-08-20 16:00:00,112.0,34.8,113.4,106.4
2026-08-20 17:00:00,112.58,33.9,117.7,106.95
2026-08-20 18:00:00,107.84,31.6,139.8,102.45
2026-08-20 19:00:00,88.09,28.7,125.2,83.68
2026-08-20 20:00:00,15.1,28.3,4.0,14.35
2026-08-20 21:00:00,16.81,26.6,0.0,15.97
2026-08-20 22:00:00,14.81,24.3,3.0,14.07
2026-08-20 23:00:00,12.88,20.6,1.0,12.23
