timestamp,predicted_energy_kwh,actual_energy_kwh,ground_truth_anomaly,anomaly_type
2026-09-09 07:00:00,50.0,45.77,False,none
2026-09-09 08:00:00,50.0,49.44,False,none
2026-09-09 09:00:00,59.06,61.18,False,none
2026-09-09 10:00:00,67.5,71.0,False,none
2026-09-09 11:00:00,74.75,76.14,False,none
2026-09-09 12:00:00,80.31,80.62,False,none
2026-09-09 13:00:00,83.81,84.14,False,none
2026-09-09 14:00:00,85.0,83.47,False,none
2026-09-09 15:00:00,83.81,85.73,False,none
2026-09-09 16:00:00,80.31,82.12,False,none
2026-09-09 17:00:00,74.75,73.67,False,none
2026-09-09 18:00:00,67.5,64.4,False,none
2026-09-09 19:00:00,59.06,59.93,False,none
2026-09-09 20:00:00,50.0,52.52,False,none
2026-09-09 21:00:00,50.0,49.1,False,none
2026-09-09 22:00:00,50.0,50.53,False,none
2026-09-09 23:00:00,50.0,50.83,False,none
2026-09-10 00:00:00,50.0,51.98,False,none
2026-09-10 01:00:00,50.0,51.03,False,none
2026-09-10 02:00:00,50.0,72.48,True,overnight lighting
2026-09-10 03:00:00,50.0,80.0,True,overnight lighting
2026-09-10 04:00:00,50.0,77.49,True,overnight lighting
2026-09-10 05:00:00,50.0,75.69,True,overnight lighting
2026-09-10 06:00:00,50.0,76.71,True,overnight lighting
2026-09-10 07:00:00,50.0,46.32,False,none
2026-09-10 08:00:00,50.0,51.73,False,none
2026-09-10 09:00:00,59.06,56.91,False,none
2026-09-10 10:00:00,67.5,66.34,False,none
2026-09-10 11:00:00,74.75,77.17,False,none
2026-09-10 12:00:00,80.31,82.71,False,none
2026-09-10 13:00:00,83.81,82.17,False,none
2026-09-10 14:00:00,85.0,82.94,False,none
2026-09-10 15:00:00,83.81,80.76,False,none
2026-09-10 16:00:00,80.31,78.6,False,none
2026-09-10 17:00:00,74.75,77.95,False,none
2026-09-10 18:00:00,67.5,67.87,False,none
2026-09-10 19:00:00,59.06,57.07,False,none
2026-09-10 20:00:00,50.0,49.74,False,none
2026-09-10 21:00:00,50.0,47.33,False,none
2026-09-10 22:00:00,50.0,49.82,False,none
2026-09-10 23:00:00,50.0,51.4,False,none
2026-09-11 00:00:00,50.0,47.18,False,none
2026-09-11 01:00:00,50.0,51.74,False,none
2026-09-11 02:00:00,50.0,76.02,True,overnight lighting
2026-09-11 03:00:00,50.0,78.6,True,overnight lighting
2026-09-11 04:00:00,50.0,74.65,True,overnight lighting
2026-09-11 05:00:00,50.0,77.66,True,overnight lighting
2026-09-11 06:00:00,50.0,72.59,True,overnight lighting
2026-09-11 07:00:00,50.0,47.89,False,none
2026-09-11 08:00:00,50.0,54.33,False,none
2026-09-11 09:00:00,59.06,56.52,False,none
2026-09-11 10:00:00,67.5,65.89,False,none
2026-09-11 11:00:00,74.75,74.24,False,none
2026-09-11 12:00:00,80.31,80.49,False,none
2026-09-11 13:00:00,83.81,86.45,False,none
2026-09-11 14:00:00,85.0,86.59,False,none
2026-09-11 15:00:00,83.81,86.53,False,none
2026-09-11 16:00:00,80.31,81.85,False,none
2026-09-11 17:00:00,74.75,75.34,False,none
2026-09-11 18:00:00,67.5,64.72,False,none
2026-09-11 19:00:00,59.06,59.35,False,none
2026-09-11 20:00:00,50.0,48.54,False,none
2026-09-11 21:00:00,50.0,48.56,False,none
2026-09-11 22:00:00,50.0,49.43,False,none
2026-09-11 23:00:00,50.0,54.18,False,none
2026-09-12 00:00:00,50.0,52.01,False,none
2026-09-12 01:00:00,50.0,52.06,False,none
2026-09-12 02:00:00,50.0,74.3,True,overnight lighting
2026-09-12 03:00:00,50.0,75.03,True,overnight lighting
2026-09-12 04:00:00,50.0,73.12,True,overnight lighting
2026-09-12 05:00:00,50.0,74.48,True,overnight lighting
2026-09-12 06:00:00,50.0,76.98,True,overnight lighting
2026-09-12 07:00:00,50.0,49.72,False,none
2026-09-12 08:00:00,50.0,50.24,False,none
2026-09-12 09:00:00,59.06,60.39,False,none
2026-09-12 10:00:00,67.5,68.32,False,none
2026-09-12 11:00:00,74.75,76.36,False,none
2026-09-12 12:00:00,80.31,74.84,False,none
2026-09-12 13:00:00,83.81,81.84,False,none
2026-09-12 14:00:00,85.0,84.69,False,none
2026-09-12 15:00:00,83.81,81.78,False,none
2026-09-12 16:00:00,80.31,78.14,False,none
2026-09-12 17:00:00,74.75,69.61,False,none
2026-09-12 18:00:00,67.5,68.82,False,none
2026-09-12 19:00:00,59.06,58.39,False,none
2026-09-12 20:00:00,50.0,48.14,False,none
2026-09-12 21:00:00,50.0,53.43,False,none
2026-09-12 22:00:00,50.0,49.06,False,none
2026-09-12 23:00:00,50.0,51.72,False,none
2026-09-13 00:00:00,50.0,50.46,False,none
2026-09-13 01:00:00,50.0,51.24,False,none
2026-09-13 02:00:00,50.0,45.89,False,none
2026-09-13 03:00:00,50.0,49.67,False,none
2026-09-13 04:00:00,50.0,49.11,False,none
2026-09-13 05:00:00,50.0,51.37,False,none
2026-09-13 06:00:00,50.0,55.57,False,none
2026-09-13 07:00:00,50.0,89.39,True,extended compressor runtime
2026-09-13 08:00:00,50.0,91.21,True,extended compressor runtime
2026-09-13 09:00:00,59.06,92.95,True,extended compressor runtime
2026-09-13 10:00:00,67.5,105.35,True,extended compressor runtime
2026-09-13 11:00:00,74.75,111.61,True,extended compressor runtime
2026-09-13 12:00:00,80.31,77.47,False,none
2026-09-13 13:00:00,83.81,84.45,False,none
2026-09-13 14:00:00,85.0,87.01,False,none
2026-09-13 15:00:00,83.81,84.47,False,none
2026-09-13 16:00:00,80.31,82.15,False,none
2026-09-13 17:00:00,74.75,77.45,False,none
2026-09-13 18:00:00,67.5,66.74,False,none
2026-09-13 19:00:00,59.06,62.97,False,none
2026-09-13 20:00:00,50.0,48.28,False,none
2026-09-13 21:00:00,50.0,49.56,False,none
2026-09-13 22:00:00,50.0,49.9,False,none
2026-09-13 23:00:00,50.0,49.12,False,none
2026-09-14 00:00:00,50.0,47.0,False,none
2026-09-14 01:00:00,50.0,52.12,False,none
2026-09-14 02:00:00,50.0,53.71,False,none
2026-09-14 03:00:00,50.0,51.0,False,none
2026-09-14 04:00:00,50.0,50.23,False,none
2026-09-14 05:00:00,50.0,49.26,False,none
2026-09-14 06:00:00,50.0,50.92,False,none
2026-09-14 07:00:00,50.0,90.77,True,extended compressor runtime
2026-09-14 08:00:00,50.0,90.26,True,extended compressor runtime
2026-09-14 09:00:00,59.06,96.24,True,extended compressor runtime
2026-09-14 10:00:00,67.5,101.58,True,extended compressor runtime
2026-09-14 11:00:00,74.75,113.0,True,extended compressor runtime
2026-09-14 12:00:00,80.31,83.13,False,none
2026-09-14 13:00:00,83.81,83.93,False,none
2026-09-14 14:00:00,85.0,81.92,False,none
2026-09-14 15:00:00,83.81,82.17,False,none
2026-09-14 16:00:00,80.31,77.11,False,none
2026-09-14 17:00:00,74.75,70.61,False,none
2026-09-14 18:00:00,67.5,70.52,False,none
2026-09-14 19:00:00,59.06,59.41,False,none
2026-09-14 20:00:00,50.0,50.93,False,none
2026-09-14 21:00:00,50.0,45.59,False,none
2026-09-14 22:00:00,50.0,51.09,False,none
2026-09-14 23:00:00,50.0,51.4,False,none
2026-09-15 00:00:00,50.0,52.51,False,none
2026-09-15 01:00:00,50.0,47.9,False,none
2026-09-15 02:00:00,50.0,47.44,False,none
2026-09-15 03:00:00,50.0,52.55,False,none
2026-09-15 04:00:00,50.0,51.29,False,none
2026-09-15 05:00:00,50.0,49.4,False,none
2026-09-15 06:00:00,50.0,51.51,False,none
2026-09-15 07:00:00,50.0,88.88,True,extended compressor runtime
2026-09-15 08:00:00,50.0,85.38,True,extended compressor runtime
2026-09-15 09:00:00,59.06,96.27,True,extended compressor runtime
2026-09-15 10:00:00,67.5,105.91,True,extended compressor runtime
2026-09-15 11:00:00,74.75,114.56,True,extended compressor runtime
2026-09-15 12:00:00,80.31,80.03,False,none
2026-09-15 13:00:00,83.81,83.98,False,none
2026-09-15 14:00:00,85.0,81.23,False,none
2026-09-15 15:00:00,83.81,81.18,False,none
2026-09-15 16:00:00,80.31,85.51,False,none
2026-09-15 17:00:00,74.75,73.52,False,none
2026-09-15 18:00:00,67.5,64.07,False,none
2026-09-15 19:00:00,59.06,61.76,False,none
2026-09-15 20:00:00,50.0,53.6,False,none
2026-09-15 21:00:00,50.0,47.37,False,none
2026-09-15 22:00:00,50.0,50.07,False,none
2026-09-15 23:00:00,50.0,49.56,False,none
2026-09-16 00:00:00,50.0,49.38,False,none
2026-09-16 01:00:00,50.0,48.32,False,none
2026-09-16 02:00:00,50.0,48.34,False,none
2026-09-16 03:00:00,50.0,49.01,False,none
2026-09-16 04:00:00,50.0,51.11,False,none
2026-09-16 05:00:00,50.0,49.62,False,none
2026-09-16 06:00:00,50.0,50.46,False,none
2026-09-16 07:00:00,50.0,91.72,True,extended compressor runtime
2026-09-16 08:00:00,50.0,93.21,True,extended compressor runtime
2026-09-16 09:00:00,59.06,99.08,True,extended compressor runtime
2026-09-16 10:00:00,67.5,106.95,True,extended compressor runtime
2026-09-16 11:00:00,74.75,116.75,True,extended compressor runtime
2026-09-16 12:00:00,80.31,80.28,False,none
2026-09-16 13:00:00,83.81,80.94,False,none
2026-09-16 14:00:00,85.0,83.43,False,none
2026-09-16 15:00:00,83.81,85.77,False,none
2026-09-16 16:00:00,80.31,78.68,False,none
2026-09-16 17:00:00,74.75,74.99,False,none
2026-09-16 18:00:00,67.5,64.65,False,none
2026-09-16 19:00:00,59.06,61.58,False,none
2026-09-16 20:00:00,50.0,52.7,False,none
2026-09-16 21:00:00,50.0,50.51,False,none
2026-09-16 22:00:00,50.0,50.25,False,none
2026-09-16 23:00:00,50.0,50.93,False,none
2026-09-17 00:00:00,50.0,49.73,False,none
2026-09-17 01:00:00,50.0,48.58,False,none
2026-09-17 02:00:00,50.0,51.73,False,none
2026-09-17 03:00:00,50.0,48.55,False,none
2026-09-17 04:00:00,50.0,50.83,False,none
2026-09-17 05:00:00,50.0,52.55,False,none
2026-09-17 06:00:00,50.0,47.61,False,none
2026-09-17 07:00:00,50.0,88.93,True,extended compressor runtime
2026-09-17 08:00:00,50.0,89.34,True,extended compressor runtime
2026-09-17 09:00:00,59.06,93.36,True,extended compressor runtime
2026-09-17 10:00:00,67.5,104.68,True,extended compressor runtime
2026-09-17 11:00:00,74.75,115.02,True,extended compressor runtime
2026-09-17 12:00:00,80.31,77.73,False,none
2026-09-17 13:00:00,83.81,85.81,False,none
2026-09-17 14:00:00,85.0,88.34,False,none
2026-09-17 15:00:00,83.81,86.77,False,none
2026-09-17 16:00:00,80.31,84.48,False,none
2026-09-17 17:00:00,74.75,74.17,False,none
2026-09-17 18:00:00,67.5,69.88,False,none
2026-09-17 19:00:00,59.06,59.74,False,none
2026-09-17 20:00:00,50.0,47.53,False,none
2026-09-17 21:00:00,50.0,48.11,False,none
2026-09-17 22:00:00,50.0,49.2,False,none
2026-09-17 23:00:00,50.0,46.44,False,none
2026-09-18 00:00:00,50.0,49.95,False,none
2026-09-18 01:00:00,50.0,50.06,False,none
2026-09-18 02:00:00,50.0,55.78,False,none
2026-09-18 03:00:00,50.0,50.61,False,none
2026-09-18 04:00:00,50.0,52.77,False,none
2026-09-18 05:00:00,50.0,51.12,False,none
2026-09-18 06:00:00,50.0,48.63,False,none
2026-09-18 07:00:00,50.0,112.47,True,unusual load spike
2026-09-18 08:00:00,50.0,112.81,True,unusual load spike
2026-09-18 09:00:00,59.06,122.61,True,unusual load spike
2026-09-18 10:00:00,67.5,133.26,True,unusual load spike
2026-09-18 11:00:00,74.75,77.25,False,none
2026-09-18 12:00:00,80.31,79.53,False,none
2026-09-18 13:00:00,83.81,83.31,False,none
2026-09-18 14:00:00,85.0,83.4,False,none
2026-09-18 15:00:00,83.81,83.43,False,none
2026-09-18 16:00:00,80.31,80.86,False,none
2026-09-18 17:00:00,74.75,73.64,False,none
2026-09-18 18:00:00,67.5,67.78,False,none
2026-09-18 19:00:00,59.06,57.78,False,none
2026-09-18 20:00:00,50.0,52.7,False,none
2026-09-18 21:00:00,50.0,50.46,False,none
2026-09-18 22:00:00,50.0,48.86,False,none
2026-09-18 23:00:00,50.0,52.85,False,none
2026-09-19 00:00:00,50.0,46.49,False,none
2026-09-19 01:00:00,50.0,49.74,False,none
2026-09-19 02:00:00,50.0,53.1,False,none
2026-09-19 03:00:00,50.0,121.66,True,unusual load spike
2026-09-19 04:00:00,50.0,123.52,True,unusual load spike
2026-09-19 05:00:00,50.0,117.96,True,unusual load spike
2026-09-19 06:00:00,50.0,124.18,True,unusual load spike
2026-09-19 07:00:00,50.0,51.48,False,none
2026-09-19 08:00:00,50.0,52.2,False,none
2026-09-19 09:00:00,59.06,57.01,False,none
2026-09-19 10:00:00,67.5,69.76,False,none
2026-09-19 11:00:00,74.75,72.91,False,none
2026-09-19 12:00:00,80.31,77.73,False,none
2026-09-19 13:00:00,83.81,83.79,False,none
2026-09-19 14:00:00,85.0,84.86,False,none
2026-09-19 15:00:00,83.81,86.39,False,none
2026-09-19 16:00:00,80.31,79.88,False,none
2026-09-19 17:00:00,74.75,75.4,False,none
2026-09-19 18:00:00,67.5,65.46,False,none
2026-09-19 19:00:00,59.06,56.57,False,none
2026-09-19 20:00:00,50.0,49.27,False,none
2026-09-19 21:00:00,50.0,51.18,False,none
2026-09-19 22:00:00,50.0,55.24,False,none
2026-09-19 23:00:00,50.0,105.99,True,unusual load spike
2026-09-20 00:00:00,50.0,114.94,True,unusual load spike
2026-09-20 01:00:00,50.0,106.12,True,unusual load spike
2026-09-20 02:00:00,50.0,114.96,True,unusual load spike
2026-09-20 03:00:00,50.0,47.03,False,none
2026-09-20 04:00:00,50.0,50.53,False,none
2026-09-20 05:00:00,50.0,50.32,False,none
2026-09-20 06:00:00,50.0,49.09,False,none
2026-09-20 07:00:00,50.0,49.45,False,none
2026-09-20 08:00:00,50.0,50.0,False,none
2026-09-20 09:00:00,59.06,59.32,False,none
2026-09-20 10:00:00,67.5,63.68,False,none
2026-09-20 11:00:00,74.75,72.22,False,none
2026-09-20 12:00:00,80.31,78.53,False,none
2026-09-20 13:00:00,83.81,78.24,False,none
2026-09-20 14:00:00,85.0,156.39,True,unusual load spike
2026-09-20 15:00:00,83.81,160.53,True,unusual load spike
2026-09-20 16:00:00,80.31,155.82,True,unusual load spike
2026-09-20 17:00:00,74.75,147.46,True,unusual load spike
2026-09-20 18:00:00,67.5,69.38,False,none
2026-09-20 19:00:00,59.06,59.04,False,none
2026-09-20 20:00:00,50.0,48.11,False,none
2026-09-20 21:00:00,50.0,51.25,False,none
2026-09-20 22:00:00,50.0,52.68,False,none
2026-09-20 23:00:00,50.0,49.29,False,none
2026-09-21 00:00:00,50.0,51.48,False,none
2026-09-21 01:00:00,50.0,50.59,False,none
2026-09-21 02:00:00,50.0,50.65,False,none
2026-09-21 03:00:00,50.0,47.48,False,none
2026-09-21 04:00:00,50.0,47.25,False,none
2026-09-21 05:00:00,50.0,117.61,True,unusual load spike
2026-09-21 06:00:00,50.0,119.91,True,unusual load spike
2026-09-21 07:00:00,50.0,117.79,True,unusual load spike
2026-09-21 08:00:00,50.0,118.19,True,unusual load spike
2026-09-21 09:00:00,59.06,130.79,True,unusual load spike
2026-09-21 10:00:00,67.5,70.57,False,none
2026-09-21 11:00:00,74.75,70.96,False,none
2026-09-21 12:00:00,80.31,76.01,False,none
2026-09-21 13:00:00,83.81,82.87,False,none
2026-09-21 14:00:00,85.0,85.88,False,none
2026-09-21 15:00:00,83.81,149.6,True,unusual load spike
2026-09-21 16:00:00,80.31,145.8,True,unusual load spike
2026-09-21 17:00:00,74.75,136.75,True,unusual load spike
2026-09-21 18:00:00,67.5,135.56,True,unusual load spike
2026-09-21 19:00:00,59.06,57.66,False,none
